Time,Pressure,Flow Rate (ml/s),Force 1,Force 2,Force 3,Force 4,Force 5,Force 6,Force 7,Force 8,Flow Meter Time,,,, 
16:47:51..388,5.21803341,-0.042236,-0.00021755,-0.000036,0.00026189,-0.00040891,0.00042149,0.00062652,-0.00054765,-0.00039518,16:47:51..461,,,,
16:47:51..487,5.24906235,-0.04223,-0.00021745,-0.00003581,0.00026189,-0.00040808,0.00042116,0.00062622,-0.00054769,-0.00039488,16:47:51..503,,,,
16:47:51..595,5.31112023,-0.04223,-0.00021774,-0.00003604,0.00026153,-0.00040855,0.00042135,0.00062642,-0.00054788,-0.00039542,16:47:51..682,,,,
16:47:51..718,5.2749198,-0.04223,-0.00021775,-0.00003557,0.00026186,-0.00040853,0.00042159,0.00062559,-0.00054801,-0.00039481,16:47:51..682,,,,
16:47:51..752,5.24389086,-0.042145,-0.00021744,-0.00003569,0.0002619,-0.0004082,0.00042164,0.00062693,-0.00054774,-0.0003949,16:47:51..772,,,,
16:47:51..919,5.31112023,-0.042145,-0.00021766,-0.00003542,0.0002618,-0.00040825,0.00042158,0.00062666,-0.00054761,-0.00039561,16:47:52..005,,,,
16:47:52..012,5.24906235,-0.042145,-0.00021775,-0.00003602,0.00026183,-0.00040871,0.000421,0.00062665,-0.00054762,-0.00039477,16:47:52..005,,,,
16:47:52..044,5.23871937,-0.042247,-0.00021735,-0.000036,0.00026184,-0.00040844,0.00042144,0.00062673,-0.00054758,-0.0003952,16:47:52..050,,,,
16:47:52..335,5.24389086,-0.042247,-0.00021781,-0.00003549,0.00026175,-0.00040813,0.0004214,0.00062666,-0.00054779,-0.00039464,16:47:52..050,,,,
16:47:52..369,5.22837639,-0.04215,-0.00021817,-0.00003557,0.00026173,-0.00040851,0.00042105,0.00062613,-0.00054772,-0.00039472,16:47:52..336,,,,
16:47:52..495,5.26457682,-0.04215,-0.0002172,-0.00003557,0.00026173,-0.00040783,0.0004216,0.00062643,-0.00054788,-0.00039527,16:47:52..594,,,,
